Date,Price,Open,High,Low,Vol.,Change %
02/10/2022,34750,35000,35250,34200,33.96M,-0.0086
02/11/2022,35300,34750,35350,34450,18.45M,0.0158
02/14/2022,32850,34850,35000,32850,37.42M,-0.0694
02/15/2022,33500,33100,33900,32700,31.17M,0.0198
02/16/2022,33600,33750,34100,33100,20.06M,0.003
02/17/2022,33900,33600,34250,33450,15.74M,0.0089
02/18/2022,33350,33600,33800,33200,18.49M,-0.0162
02/21/2022,33200,33350,33550,32800,21.15M,-0.0045
02/22/2022,33700,32900,33700,32800,24.42M,0.0151
02/23/2022,33600,33900,33950,33600,13.87M,-0.003
02/24/2022,32900,33400,33700,32000,30.48M,-0.0208
02/25/2022,33000,33100,33550,32900,17.79M,0.003
02/28/2022,32850,33000,33350,32800,16.46M,-0.0045
03/01/2022,32650,33000,33000,32650,16.92M,-0.0061
03/02/2022,31250,32500,32550,31100,45.28M,-0.0429
03/03/2022,31850,31550,31900,31100,19.79M,0.0192
03/04/2022,32000,31850,32550,31500,13.26M,0.0047
03/07/2022,31500,31200,32000,31200,16.73M,-0.0156
03/08/2022,30850,31050,31650,30650,16.48M,-0.0206
03/09/2022,31100,31000,31300,30500,14.91M,0.0081
03/10/2022,31550,31750,32000,31550,12.22M,0.0145
03/11/2022,32050,31400,32450,31300,15.99M,0.0158
03/14/2022,32500,32050,32600,31850,20.98M,0.014
03/15/2022,32700,32500,33150,32350,17.47M,0.0062
03/16/2022,32900,32800,32950,32550,11.15M,0.0061
03/17/2022,32800,33000,33150,32650,10.88M,-0.003
03/18/2022,33100,32800,33250,32550,26.73M,0.0091
03/21/2022,33100,33100,33450,32800,12.85M,0
